load,collision_rate,delivery_ratio,latency_norm,queue_occupancy,cw_min_norm,mult_norm,action_cw_min,action_cw_max,action_aifs,action_txop,reward,next_load,next_collision_rate,next_delivery_ratio,next_latency_norm,next_queue_occupancy,next_cw_min_norm,next_mult_norm,done
0.000000,0.000000,1.000000,0.000000,0.000000,0.999008,0.500000,0.999008,0.000000,0.600000,0.098039,-0.248052,0.000000,0.896104,1.000000,1.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.110119,0.500000,0.014881,0.811682,0.600000,-0.235294,-0.236709,0.000000,0.873418,1.000000,1.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.046627,0.500000,0.491071,0.255361,1.000000,0.098039,-0.213580,0.000000,0.827160,1.000000,1.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.999008,0.500000,0.999008,0.000000,0.600000,-0.215686,-0.272973,0.000000,0.945946,1.000000,1.000000,0.000000,0.999008,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0.110119,0.904125,0.600000,-0.294118,-0.248718,0.000000,0.897436,1.000000,1.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.237103,0.500000,0.491071,0.000000,0.600000,-0.980392,-0.272973,0.000000,0.945946,1.000000,1.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.491071,0.500000,0.110119,0.571906,1.000000,0.647059,-0.206250,0.000000,0.812500,1.000000,1.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.046627,0.500000,0.014881,0.157100,-0.200000,-0.803922,-0.201235,0.000000,0.802469,1.000000,1.000000,0.000000,-0.000992,0.500000,0
0.000000,0.000000,1.000000,0.000000,0.000000,0.491071,0.500000,0.014881,0.295065,-0.600000,0.607843,-0.228571,0.000000,0.857143,1.000000,1.000000,0.000000,-0.000992,0.500000,0
0.000000,0.858974,1.000000,1.000000,0.000000,-0.000992,0.500000,0.999008,0.000000,-1.000000,-0.941176,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.804878,1.000000,1.000000,0.000000,-0.000992,0.500000,0.110119,0.914158,0.200000,-0.470588,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.848101,1.000000,1.000000,0.000000,-0.000992,0.500000,0.110119,0.644370,-0.200000,0.039216,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.850000,1.000000,1.000000,0.000000,-0.000992,0.500000,0.014881,0.442095,0.600000,-0.843137,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.884615,1.000000,1.000000,0.000000,-0.000992,0.500000,0.237103,0.319896,0.600000,0.529412,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.933333,1.000000,1.000000,0.000000,-0.000992,0.500000,0.999008,0.000000,-0.200000,0.607843,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.906667,1.000000,1.000000,0.000000,-0.000992,0.500000,0.491071,0.000000,1.000000,0.392157,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.848101,1.000000,1.000000,0.000000,-0.000992,0.500000,0.110119,0.748049,-1.000000,-0.450980,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.857143,1.000000,1.000000,0.000000,-0.000992,0.500000,-0.000992,0.936571,-0.200000,0.137255,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.857143,1.000000,1.000000,0.000000,-0.000992,0.500000,0.237103,0.543563,-0.200000,-0.313725,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.850000,1.000000,1.000000,0.000000,-0.000992,0.500000,0.237103,0.990897,0.200000,0.666667,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.896104,1.000000,1.000000,0.000000,-0.000992,0.500000,0.491071,0.768031,-0.200000,0.803922,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.873418,1.000000,1.000000,0.000000,-0.000992,0.500000,0.014881,0.299094,-0.200000,-0.058824,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.827160,1.000000,1.000000,0.000000,-0.000992,0.500000,0.046627,0.691988,-1.000000,-0.588235,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
0.000000,0.945946,1.000000,1.000000,0.000000,0.999008,0.500000,0.237103,0.000000,1.000000,-0.901961,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,0.237103,0.500000,0
0.000000,0.897436,1.000000,1.000000,0.000000,-0.000992,0.500000,-0.000992,0.879088,0.200000,-0.549020,0.200000,0.000000,0.000000,1.000000,0.000000,0.000000,-0.000992,0.500000,0
