timestamp,node_id,cw_min_vo,cw_max_vo,cw_min_be,cw_max_be,aifsn_vo,aifsn_be,throughput_vo,throughput_be,latency_vo,latency_be,delivery_vo,delivery_be,collision_vo,collision_be,queue_occ_vo,queue_occ_be,load_estimate
1.500000,2,1023,1023,31,127,2,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.600000,2,1023,1023,31,127,2,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.700000,2,1023,1023,31,127,2,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
