episode,timesteps,mean_reward,r_thr,r_coll,r_lat,r_cw,avg_cw_vo,avg_cw_be,pdr,collision_rate,alpha,actor_loss,critic_loss
264,26400,-0.13752903264938404,0.9672773693673166,-0.6730630275084857,-0.292122651145556,-0.13962072336265888,182.04,532.12,0.5512913149943429,0.4487086850056571,0.05419824379452906,0.8702046275138855,4.153463363647461
265,26500,-0.20074913239031,0.963341981887619,-0.720439608991779,-0.3127893351981736,-0.13086217008797654,156.44,512.92,0.5197069273388141,0.4802930726611859,0.054703438286591966,-0.22007204592227936,2.419424295425415
266,26600,-0.30641414369737674,0.7343469197853618,-0.639113500060187,-0.2767912584372145,-0.12485630498533724,164.76,473.88,0.5739243332932087,0.42607566670679126,0.054472140616541924,0.29947760701179504,4.924181938171387
267,26700,-0.11135364940338999,1.0376347590811816,-0.7067618933659364,-0.3068599462036793,-0.13536656891495602,168.6,523.8,0.5288254044227092,0.47117459557729086,0.054571479042047656,0.11973589658737183,5.970041275024414
268,26800,-0.535774739517338,0.25095052228471726,-0.45063416358806035,-0.19434329762748448,-0.14174780058651026,339.48,385.56,0.6995772242746264,0.3004227757253737,0.054483115881023114,0.29141682386398315,3.360229969024658
269,26900,0.2287196845948346,1.3401052037763321,-0.6828444089659823,-0.2964902793259745,-0.1320508308895406,185.56,489.88,0.5447703940226787,0.45522960597732137,0.05398775577660893,0.9741368889808655,6.324979305267334
270,27000,-0.059707789235302025,1.078463839615665,-0.6988347228564552,-0.3033447261313642,-0.13599217986314763,193.56,502.04,0.5341101847623633,0.46588981523763684,0.05377703385571063,0.5264462232589722,3.130467414855957
271,27100,-0.20122324428935706,0.8762239306139756,-0.6589831399204573,-0.28585015423996213,-0.13261388074291303,185.24,493.08,0.5606779067196951,0.439322093280305,0.0535696248934703,0.6822523474693298,4.9558563232421875
272,27200,-0.16334147866740178,0.9427508120676369,-0.6840301560637656,-0.2965802187377442,-0.12548191593352884,174.36,467.48,0.5439798959574896,0.4560201040425103,0.05384888189517947,0.6861416697502136,3.372468948364258
273,27300,0.3506491433461795,1.4527877924127879,-0.6753579981364184,-0.2929155482908934,-0.1338651026392962,221.08,463.64,0.5497613345757211,0.450238665424279,0.05388398115172951,0.9572463035583496,3.8189504146575928
274,27400,-0.27141227835331416,0.7087939790116019,-0.5928430832620584,-0.25668868729933847,-0.1306744868035191,202.84,465.56,0.6047712778252943,0.3952287221747058,0.053276749201491384,1.1036324501037598,3.6851513385772705
275,27500,-0.2844385921898156,0.6674272929474321,-0.5734518440611754,-0.2483651652207447,-0.13004887585532748,199.64,465.56,0.617698770625883,0.382301229374117,0.052462375908859535,1.2379226684570312,3.387539863586426
276,27600,-0.24481019277351682,0.7355685221638691,-0.6052228493236946,-0.2614979966009836,-0.11365786901270772,186.84,394.52,0.5965181004508703,0.4034818995491298,0.05268608187947799,1.8012101650238037,3.532789707183838
277,27700,-0.15828342488470365,0.8763232075119116,-0.6383867909746879,-0.27649354621176125,-0.11972629521016617,165.4,447.0,0.5744088060168749,0.4255911939831251,0.051831172400811774,1.0030909776687622,2.77638578414917
278,27800,-0.2746941554153932,0.6295517150753581,-0.5557015515882633,-0.23945340981157884,-0.10909090909090907,223.0,335.0,0.6295322989411578,0.37046770105884214,0.05147529233007826,2.192209482192993,3.4576642513275146
279,27900,-0.2751841384886309,0.7041616699135241,-0.6175524455596545,-0.26590284475843406,-0.09589051808406648,196.44,294.04,0.588298369626897,0.41170163037310303,0.05116853427536151,2.09794545173645,3.4695215225219727
280,28000,-0.44212702025298356,0.5577823400968962,-0.6228020643571182,-0.268047667449262,-0.10905962854349951,249.88,307.96,0.5847986237619213,0.4152013762380788,0.052062922779970974,0.014666996896266937,4.1156086921691895
281,28100,-0.7705633370329494,0.2680168935775956,-0.6310675276739576,-0.2713563001995396,-0.13615640273704788,350.24,346.2,0.5792883148840283,0.4207116851159716,0.052029915284571106,2.0330591201782227,3.741265296936035
282,28200,-0.41113684243369597,0.6699669996793451,-0.6771203651174673,-0.29181925412167364,-0.11216422287390032,233.28,340.44,0.5485864232550217,0.4514135767449783,0.052310274339876256,1.1726347208023071,3.7592105865478516
283,28300,-1.0222877055823956,0.42035242796034084,-0.9192084533458624,-0.40135152379413697,-0.12208015640273703,285.28,339.16,0.3871943644360917,0.6128056355639083,0.05278596372874819,1.450899600982666,2.5434410572052
284,28400,-1.1301817521718314,0.3818616170971152,-0.9616361550087238,-0.4246046727157457,-0.125802541544477,328.32,315.16,0.358909229994184,0.641090770005816,0.05548666653225904,2.211859703063965,4.066978931427002
285,28500,-1.2863583123263922,0.351329466451181,-1.0548250088657998,-0.4643407757768761,-0.11852199413489738,340.68,265.56,0.29678332742280006,0.7032166725772001,0.05819718323052908,2.67478609085083,2.379257917404175
286,28600,-0.352601363049572,0.7460924249396149,-0.6853073257173363,-0.2970462863187713,-0.11634017595307916,228.88,366.2,0.5431284495217757,0.4568715504782242,0.05788411378014091,2.403756618499756,1.9090237617492676
287,28700,-0.3838770592861752,0.5555627104836144,-0.567102095078038,-0.24506494741902443,-0.1272727272727273,294.4,356.6,0.6219319366146414,0.37806806338535864,0.055359324505347376,2.1686928272247314,2.742758274078369
288,28800,-0.1603246339686321,0.865559186837627,-0.6517252668312022,-0.2805202353044801,-0.09363831867057676,194.52,284.44,0.5655164887791986,0.4344835112208015,0.05300011806602717,2.457357168197632,3.462653875350952
289,28900,0.05231798047769508,1.1049229319951797,-0.6744398538536922,-0.2899695942424825,-0.08819550342130988,203.8,247.32,0.5503734307642052,0.4496265692357948,0.05133988233203011,1.7689244747161865,3.5996031761169434
290,29000,-0.9799183801239744,0.24431648926071087,-0.7725096756245605,-0.3350096512381311,-0.11671554252199412,278.64,318.36,0.4849935495836264,0.5150064504163736,0.04991056413372531,1.8815490007400513,2.189591407775879
291,29100,-1.0918415971285318,0.1673983238958491,-0.794758202721477,-0.34358240256487815,-0.12089931573802541,296.36,322.04,0.4701611981856821,0.529838801814318,0.04918121637913741,2.3705623149871826,2.1682519912719727
292,29200,-0.08756637934984356,0.9559164794027812,-0.6745778968392407,-0.2898433783356714,-0.0790615835777126,175.64,228.76,0.5502814021071728,0.44971859789282725,0.048716472956179646,3.5087194442749023,3.900500774383545
293,29300,-0.9304254446374403,0.1913756831364958,-0.6989003835871246,-0.3019310472171145,-0.12096969696969696,281.2,337.56,0.5340664109419171,0.46593358905808296,0.04846347411902438,2.527435541152954,4.903862953186035
294,29400,-1.0282549027519812,0.14840473878647525,-0.7371971294014589,-0.31846153461989124,-0.12100097751710656,302.8,316.12,0.5085352470656941,0.49146475293430597,0.048901488886945656,2.3085007667541504,3.7941856384277344
295,29500,-1.2117000685132806,0.08558570836244912,-0.8310257397284455,-0.3591241622694739,-0.10713587487781039,282.76,265.24,0.4459828401810363,0.5540171598189637,0.04873786070315583,1.1472612619400024,1.8020684719085693
296,29600,0.5337535013495495,1.639965308450007,-0.718152126897092,-0.30837248567746106,-0.0796871945259042,197.4,210.2,0.5212319154019387,0.4787680845980613,0.048945871599920074,2.079352855682373,5.316606521606445
297,29700,-0.2604479578101478,0.6830049450071205,-0.5960691506269804,-0.25643556059693495,-0.09094819159335288,193.56,271.64,0.6026205662486798,0.3973794337513203,0.04907881692261716,2.6236114501953125,3.6168313026428223
298,29800,0.041825682813087246,1.0838549015103116,-0.6652634051013103,-0.28625554966629524,-0.09051026392961876,206.04,256.92,0.5564910632657931,0.44350893673420694,0.049193811410311664,3.078387975692749,2.7899301052093506
299,29900,0.40039467176839905,1.5327955916747484,-0.7439119715167014,-0.31918689560372415,-0.06930205278592376,182.04,172.44,0.5040586856555325,0.4959413143444676,0.04903111051382176,3.629997968673706,2.074136734008789
300,30000,0.29135828173121675,1.4491889135589926,-0.7609145351322486,-0.32661306639249654,-0.07030303030303031,178.84,180.76,0.49272364324516765,0.5072763567548324,0.04874431023623598,2.418893814086914,4.47332239151001
